thisRow.t,notes,trial.started,polygon.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.017412624991266057,0.02371399999537971,1.0003439169959165,283037,001,2025-07-25_12h49.39.704,untitled,2024.2.4,None,2025-07-25 12h49.45.236480 -0400,
