thisRow.t,notes,preCue_Instruction.started,text_instr_2.started,nextButton.started,precue_bottom_txt.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.026606291999996756,0.03366400000049907,0.03366400000049907,0.03366400000049907,,,,,,,,
