thisRow.t,notes,preCue_Instruction.started,text_instr_2.started,nextButton.started,precue_bottom_txt.started,participant,session,date,expName,psychopyVersion,expStart,
,,0.028390166999997746,0.04568504199960444,0.04568504199960444,0.04568504199960444,,,,,,,
